	price	sector	street	city	type	room	suite	park	m2
58	800.000	CENTRO	RUA 20 A	Goiania GO	CASA	6	1	4	352
59	289.000	PQ AMAZONIA	AVENIDA ANTONIO FIDELIS	Goiania GO	APARTAMENTO	3	1	2	78
70	363.000	SETOR BUENO	T 37	Goiania GO	APARTAMENTO	2	2	1	66
71	278.000	SETOR AEROPORTO	RUA 18 A	Goiania GO	APARTAMENTO	3	1	2	90
72	510.000	JD GOIAS	RUA 55	Goiania GO	APARTAMENTO	3	3	2	108
73	457.743	JARDIM ATLÂNTICO	AVENIDA COPACABANA	Goiania GO	APARTAMENTO	3	1	2	95
74	550.000	SETOR BUENO	AVENIDA T 4	Goiania GO	APARTAMENTO	3	3	2	150
77	890.000	JDS LISBOA	R AZALEIAS,DAS	Goiania GO	CASA DE CONDOMÍNIO	3	3	2	220
79	5.800.000	ALPHAVILLE FLAMBOYANT RESID ARAGUAIA	ENDEREÇO NÃO INFORMADO	Goiania GO	CASA DE CONDOMÍNIO	4	4	6	600
81	370.000	JD GOIAS	RUA 54	Goiania GO	APARTAMENTO	3	1	2	85
83	250.000	SETOR BUENO	AVENIDA T 4	Goiania GO	APARTAMENTO	3	1	1	80
85	1.850.000	SETOR OESTE	ALAMEDA ROSAS,DAS	Goiania GO	APARTAMENTO	4	4	3	264
89	250.000	JARDIM ATLÂNTICO	AV. LAGUNA	Goiania GO	APARTAMENTO	3	1	1	74
94	170.000	SETOR SUDOESTE	RUA C 83	Goiania GO	APARTAMENTO	3	1	1	84
96	298.000	PQ AMAZONIA	AVENIDA JOSE RODRIGUES DE MORAIS NETO	Goiania GO	APARTAMENTO	3	1	1	87
98	670.000	SETOR BUENO	RUA T 59	Goiania GO	APARTAMENTO	3	3	2	125
101	210.000	PQ AMAZONIA	RUA TIPITI	Goiania GO	APARTAMENTO	3	1	1	64
103	295.000	ALTO DA GLORIA	RUA 1065	Goiania GO	APARTAMENTO	2	1	1	65
104	480.000	JARDIM ATLÂNTICO	AVENIDA LEBLON	Goiania GO	APARTAMENTO	3	3	1	112
107	340.000	SETOR PEDRO LUDOVICO	RUA 1025	Goiania GO	APARTAMENTO	3	1	1	100
109	389.000	SETOR BUENO	RUA T 33	Goiania GO	APARTAMENTO	2	2	1	70
110	395.000	JD EUROPA	RUA MARSELHA	Goiania GO	CASA	3	2	4	157
112	790.000	SETOR BUENO	RUA T 50	Goiania GO	APARTAMENTO	3	3	3	177
113	240.000	MOINHO DOS VENTOS	R MDV 6	Goiania GO	CASA	3	1	3	135
116	350.000	SETOR BUENO	RUA T 30	Goiania GO	APARTAMENTO	3	1	2	85
117	300.000	JD GOIAS	AVENIDA DEPUTADO JAMEL CECILIO	Goiania GO	APARTAMENTO	2	1	2	74
120	190.000	PQ AMAZONIA	RUA APORE	Goiania GO	APARTAMENTO	2	1	1	55
121	350.000	SETOR SUDOESTE	RUA C 195	Goiania GO	APARTAMENTO	3	1	2	93
122	550.000	SETOR BUENO	AVENIDA T 15	Goiania GO	APARTAMENTO	4	2	2	160
127	350.000	SETOR CENTRAL	PRACA DR PEDRO LUDOVICO TEIXEIRA	Goiania GO	APARTAMENTO	3	1	1	148
128	236.000	SETOR SANTOS DUMONT	RUA 9	Goiania GO	APARTAMENTO	3	3	1	82
129	650.000	STA GENOVEVA	AVENIDA CAIAPO	Goiania GO	CASA	4	1	4	300
130	420.000	MOINHO DOS VENTOS	R MDV 21	Goiania GO	CASA	3	1	4	154
131	275.000	SETOR SUDOESTE	RUA C 56	Goiania GO	APARTAMENTO	3	1	1	86
134	352.403	GRANVILLE	AVENIDA TRIESTE	Goiania GO	APARTAMENTO	4	4	2	111
135	570.000	PARQUE DAS LARANJEIRAS	AVENIDA FLAMBOYANTS,DOS	Goiania GO	CASA	2	2	2	220
136	620.000	SETOR MARISTA	RUA 135	Goiania GO	APARTAMENTO	3	3	2	121
137	365.000	SETOR PEDRO LUDOVICO	RUA 1065	Goiania GO	APARTAMENTO	3	1	2	78
138	322.000	SETOR LESTE UNIVERSITARIO	RUA 257	Goiania GO	APARTAMENTO	3	1	1	72
139	330.000	SETOR BUENO	RUA RUY BRASIL CAVALCANTE	Goiania GO	APARTAMENTO	3	1	1	95
140	545.000	SETOR BUENO	RUA T 50	Goiania GO	APARTAMENTO	3	3	2	103
141	375.000	PQ AMAZONIA	RUA BEIJUACU	Goiania GO	APARTAMENTO	3	2	2	92
142	381.401	JD GOIAS	RUA 56	Goiania GO	QUITINETE	2	1	2	88
143	155.000	RESID STA FÉ	AV ANTONIO CRISPIM	Goiania GO	CASA	3	1	1	60
145	684.000	SETOR AEROPORTO	RUA 18 A	Goiania GO	APARTAMENTO	4	1	1	200
146	249.000	VILA ALPES	RUA A 2	Goiania GO	APARTAMENTO	3	1	1	75
147	325.000	SETOR NOVA SUICA	RUA C 257	Goiania GO	APARTAMENTO	2	2	1	92
152	450.000	SETOR OESTE	RUA 9	Goiania GO	APARTAMENTO	3	3	2	139
153	795.000	SETOR BUENO	PRACA T 23	Goiania GO	APARTAMENTO	3	3	2	155
154	288.000	SETOR BUENO	RUA T 64	Goiania GO	APARTAMENTO	3	1	1	87
155	324.000	ALTO DA GLORIA	AV SAO JOAO	Goiania GO	APARTAMENTO	3	3	2	78
156	270.000	FAICALVILLE	AVENIDA INDEPENDENCIA	Goiania GO	APARTAMENTO	3	1	2	74
157	186.000	VILA ALPES	RUA ABILIO ALVES DE CASTRO	Goiania GO	APARTAMENTO	2	1	1	59
160	560.000	SETOR BUENO	AVENIDA T 14	Goiania GO	APARTAMENTO	3	3	2	112
162	179.000	SETOR PEDRO LUDOVICO	AVENIDA CIRCULAR	Goiania GO	APARTAMENTO	2	1	1	60
163	295.000	SETOR PEDRO LUDOVICO	AVENIDA T 13	Goiania GO	APARTAMENTO	2	2	1	69
164	269.300	CH ANHANGUERA	R 2	Goiania GO	CASA DE CONDOMÍNIO	3	1	2	91
165	165.000	MOINHO DOS VENTOS	R MDV 28	Goiania GO	APARTAMENTO	2	1	1	58
166	442.849	JD GOIAS	RUA 55	Goiania GO	APARTAMENTO	3	3	2	108
167	646.000	SETOR BUENO	RUA T 34	Goiania GO	APARTAMENTO	3	3	2	122
169	420.000	SETOR OESTE	RUA 11	Goiania GO	APARTAMENTO	4	1	1	168
170	430.000	PARQUE ANHANGUERA	RUA BARAO DO RIO BRANCO	Goiania GO	CASA	4	4	4	180
172	380.000	SETOR NOVA SUICA	RUA C 263	Goiania GO	APARTAMENTO	3	3	2	92
176	354.210	PQ AMAZONIA	AVENIDA DONA MARIA CARDOSO	Goiania GO	APARTAMENTO	3	3	2	95
177	570.000	SETOR OESTE	RUA 11	Goiania GO	APARTAMENTO	3	3	2	113
178	840.000	JDS MADRI	ENDEREÇO NÃO INFORMADO	Goiania GO	CASA DE CONDOMÍNIO	5	1	4	235
179	400.000	RESID ELDORADO	AV RAVENA	Goiania GO	APARTAMENTO	3	3	2	105
181	150.000	JD BELA VISTA	ALAMEDA A	Goiania GO	APARTAMENTO	2	1	1	54
183	285.000	AEROVIARIO	AVENIDA 24 DE OUTUBRO	Goiania GO	APARTAMENTO	3	1	2	79
185	238.902	SETOR NEGRAO DE LIMA	RUA 402	Goiania GO	APARTAMENTO	3	1	2	67
186	400.000	SETOR OESTE	RUA 9 A	Goiania GO	APARTAMENTO	2	2	2	89
187	143.200	SETOR CANDIDA DE MORAIS	AVENIDA PERIMETRAL NORTE	Goiania GO	APARTAMENTO	2	1	1	61
188	550.000	JD ANA LUCIA	RUA DIAMANTINA	Goiania GO	CASA	4	2	3	312
191	580.000	ALTO DA GLORIA	R FORTALEZA	Goiania GO	APARTAMENTO	4	4	2	116
192	750.000	SETOR BUENO	RUA T 59	Goiania GO	APARTAMENTO	4	3	3	167
193	490.000	SETOR BUENO	RUA T 27	Goiania GO	APARTAMENTO	3	3	2	105
194	195.000	JARDIM ATLÂNTICO	RUA: FRANCISCO GODINHO	Goiania GO	APARTAMENTO	2	1	1	61
195	540.000	SETOR JAO	ALAMEDA PARANA	Goiania GO	CASA	6	5	3	350
196	300.000	SETOR LESTE UNIVERSITARIO	RUA 227 A	Goiania GO	APARTAMENTO	3	1	1	87
197	350.000	JARDIM ATLÂNTICO	RUA SAVEU,DO	Goiania GO	CASA	3	1	3	120
200	669.000	JD GOIAS	RUA 46	Goiania GO	APARTAMENTO	4	3	2	121
201	236.000	SETOR SANTOS DUMONT	RUA 9	Goiania GO	APARTAMENTO	3	3	1	82
204	470.000	SETOR BUENO	RUA T 29	Goiania GO	APARTAMENTO	3	1	2	87
205	270.000	VILA JARAGUÁ	AVENIDA ENG FUAD RASSI	Goiania GO	APARTAMENTO	3	1	2	72
206	310.000	SETOR NOVA SUICA	AVENIDA C 182	Goiania GO	APARTAMENTO	3	1	2	80
207	495.000	JARDIM ATLÂNTICO	RUA DO CURIMÃ	Goiania GO	CASA DE CONDOMÍNIO	3	3	3	165
208	280.000	SETOR BUENO	RUA T 64	Goiania GO	APARTAMENTO	3	1	2	79
209	425.000	SETOR LESTE UNIVERSITARIO	RUA 222	Goiania GO	APARTAMENTO	3	2	1	93
210	1.390.000	JDS VERONA	R GRINALDAS,DAS	Goiania GO	CASA DE CONDOMÍNIO	4	4	3	250
211	400.000	JD GOIAS	RUA 54	Goiania GO	APARTAMENTO	2	1	1	77
212	750.000	SETOR BUENO	R T 37	Goiania GO	APARTAMENTO	3	2	2	162
214	350.000	PQ AMAZONIA	ALAMEDA IMBE	Goiania GO	CASA DE CONDOMÍNIO	4	1	2	126
217	1.080.000	LOTEAMENTO PORTAL DO SOL II	RUA SB 30	Goiania GO	CASA DE CONDOMÍNIO	4	3	2	240
219	480.000	JD GOIAS	RUA 56	Goiania GO	APARTAMENTO	3	3	2	118
220	495.000	JD GOIAS	RUA 55	Goiania GO	APARTAMENTO	4	1	2	100
221	220.000	PQ AMAZONIA	RUA MARAJO	Goiania GO	APARTAMENTO	2	1	2	59
224	295.000	ALTO DA GLORIA	RUA 1065	Goiania GO	APARTAMENTO	2	1	1	65
228	360.000	ALTO DA GLORIA	AVENIDA SÃO JOÃO  ALTO DA GLÓRIA, GOIÂNIA - GO	Goiania GO	APARTAMENTO	3	1	1	93
230	450.000	RESID CID VERDE	RUA 4	Goiania GO	CASA	3	1	2	200
231	1.500.000	SETOR BUENO	RUA T 53	Goiania GO	APARTAMENTO	4	4	4	267
232	499.000	JARDIM ATLÂNTICO	AVENIDA LEBLON	Goiania GO	APARTAMENTO	3	3	3	123
234	200.000	SETOR BELA VISTA	RUA S 2	Goiania GO	APARTAMENTO	3	1	1	80
235	270.000	JARDIM AMÉRICA	AVENIDA C 148	Goiania GO	APARTAMENTO	3	1	1	80
236	945.000	SETOR MARISTA	AVENIDA D	Goiania GO	APARTAMENTO	3	3	3	160
237	230.000	SETOR OESTE	RUA 18	Goiania GO	APARTAMENTO	3	1	1	92
238	850.000	SETOR BUENO	AVENIDA T 15	Goiania GO	APARTAMENTO	4	3	2	240
242	214.786	S FRANCISCO	AVENIDA CASTELO BRANCO	Goiania GO	APARTAMENTO	2	1	1	57
245	590.000	SETOR BUENO	RUA T 38	Goiania GO	APARTAMENTO	4	3	2	197
249	255.000	RESID ELDORADO EXPANSAO	AV CIRCULAR	Goiania GO	APARTAMENTO	3	3	2	82
250	258.000	SETOR BUENO	AVENIDA T 4	Goiania GO	APARTAMENTO	3	1	1	80
251	610.000	JARDIM AMÉRICA	RUA C 237	Goiania GO	APARTAMENTO	3	3	2	120
252	300.787	S FRANCISCO	RUA HUMAITA	Goiania GO	APARTAMENTO	3	3	2	77
253	660.000	SETOR OESTE	RUA 22	Goiania GO	APARTAMENTO	3	3	2	132
254	780.000	SETOR OESTE	RUA R 17	Goiania GO	APARTAMENTO	3	3	2	138
255	320.000	VL ITATIAIA	ENDEREÇO NÃO INFORMADO	Goiania GO	CASA	3	1	3	171
257	821.000	SETOR BUENO	RUA T 27	Goiania GO	APARTAMENTO	3	3	3	153
258	160.000	RESID VILLAGE STA RITA III	R SRM 21	Goiania GO	CASA	3	1	2	81
259	262.800	SETOR LESTE UNIVERSITARIO	RUA 259	Goiania GO	APARTAMENTO	2	1	1	58
261	500.000	JD GOIAS	AVENIDA FUED JOSE SEBBA	Goiania GO	APARTAMENTO	3	1	2	100
262	202.000	VILA JARAGUÁ	AVENIDA ENG CORREIA LIMA	Goiania GO	APARTAMENTO	2	1	1	57
263	1.090.000	SETOR OESTE	RUA 6	Goiania GO	APARTAMENTO	3	3	3	168
265	350.000	RESID CELINA PARK	ENDEREÇO NÃO INFORMADO	Goiania GO	CASA	3	1	3	250
267	170.000	SETOR CANDIDA DE MORAIS	AVENIDA PERIMETRAL NORTE	Goiania GO	APARTAMENTO	2	1	1	58
268	1.640.000	SETOR MARISTA	RUA DOMINGOS PRUDENCIO	Goiania GO	APARTAMENTO	3	3	3	228
269	1.300.000	PQ FLAMBOYANT	RUA MARIA DE LOURDES FERREIRA	Goiania GO	APARTAMENTO	3	3	3	170
274	890.000	JDS LISBOA	R AZALEIAS,DAS	Goiania GO	CASA DE CONDOMÍNIO	3	3	2	220
275	5.800.000	ALPHAVILLE FLAMBOYANT RESID ARAGUAIA	ENDEREÇO NÃO INFORMADO	Goiania GO	CASA DE CONDOMÍNIO	4	4	6	600
277	1.260.000	SETOR MARISTA	RUA 1145	Goiania GO	APARTAMENTO	3	3	3	195
282	204.000	ANHANGUERA	AV CASTELO BRANCO	Goiania GO	APARTAMENTO	2	1	1	60
283	290.000	JARDIM AMÉRICA	AVENIDA T 9	Goiania GO	APARTAMENTO	2	1	1	62
288	250.000	JARDIM ATLÂNTICO	RUA ITAIRA	Goiania GO	APARTAMENTO	3	1	2	74
289	1.000.000	SETOR OESTE	RUA 1	Goiania GO	APARTAMENTO	4	2	4	303
291	320.000	PQ AMAZONIA	RUA MACEIO	Goiania GO	APARTAMENTO	3	3	2	88
292	317.800	SETOR BUENO	RUA T 51	Goiania GO	APARTAMENTO	2	1	1	73
293	2.200.000	JD GOIAS	RUA 12	Goiania GO	APARTAMENTO	5	5	4	316
294	620.000	SETOR MARISTA	RUA 135	Goiania GO	APARTAMENTO	3	3	2	121
299	795.000	SETOR BUENO	PRACA T 23	Goiania GO	APARTAMENTO	3	3	2	155
300	460.000	VILA ALPES	RUA C 69	Goiania GO	APARTAMENTO	3	1	4	108
301	460.000	PARQUE ANHANGUERA	RUA MAL FLORIANO	Goiania GO	CASA DE CONDOMÍNIO	4	1	2	165
303	480.000	JD GOIAS	RUA 54	Goiania GO	APARTAMENTO	4	4	2	119
304	195.000	SETOR CANDIDA DE MORAIS	AVENIDA INCONFIDENCIA	Goiania GO	APARTAMENTO	2	1	1	60
305	350.000	JD MARILIZA	RUA JARINA	Goiania GO	CASA	3	1	3	115
308	255.000	SETOR SUDOESTE	RUA C 55	Goiania GO	APARTAMENTO	2	1	1	62
309	178.900	SETOR FAICALVILLE	AVENIDA INDEPENDENCIA	Goiania GO	APARTAMENTO	2	1	1	62
312	220.000	AEROVIARIO	AVENIDA 24 DE OUTUBRO	Goiania GO	APARTAMENTO	2	1	1	64
313	400.000	SETOR BELA VISTA	RUA S 2	Goiania GO	APARTAMENTO	4	1	1	130
314	315.000	JARDIM AMÉRICA	RUA	Goiania GO	APARTAMENTO	3	1	2	97
316	172.000	PARQUE MARACANÃ	ESTRADA SAO DE COSME	Goiania GO	CASA DE CONDOMÍNIO	3	1	1	180
317	238.000	JARDIM AMÉRICA	AVENIDA C 4	Goiania GO	APARTAMENTO	2	1	1	66
318	650.000	SETOR OESTE	AVENIDA REPUBLICA DO LIBANO	Goiania GO	APARTAMENTO	4	2	3	210
319	55.000	SETOR NEGRAO DE LIMA	RUA 408	Goiania GO	APARTAMENTO	2	1	1	62
320	2.200.000	JD GOIAS	RUA 14	Goiania GO	APARTAMENTO	5	5	4	316
323	350.000	SETOR CENTRAL	PRACA DR PEDRO LUDOVICO TEIXEIRA	Goiania GO	APARTAMENTO	3	1	1	148
327	550.000	SETOR PEDRO LUDOVICO	RUA 1024	Goiania GO	APARTAMENTO	3	1	2	176
328	790.000	LOT PORTAL DO SOL II	AVENIDA SB A	Goiania GO	CASA DE CONDOMÍNIO	3	3	4	195
329	1.200.000	JDS ATENAS	R A 30	Goiania GO	CASA DE CONDOMÍNIO	3	1	3	254
330	350.000	JD GOIAS	RUA 46	Goiania GO	APARTAMENTO	3	1	1	76
331	290.000	JARDIM ATLÂNTICO	RUA ITAIRA	Goiania GO	APARTAMENTO	3	1	1	74
332	816.000	SETOR BUENO	RUA T 27	Goiania GO	APARTAMENTO	3	3	2	153
333	396.000	SETOR CAMPINAS	AVENIDA SERGIPE	Goiania GO	APARTAMENTO	3	1	2	87
334	495.000	SETOR BUENO	RUA T 27	Goiania GO	APARTAMENTO	3	3	2	106
338	250.000	SETOR BUENO	R T 36	Goiania GO	APARTAMENTO	3	1	2	74
339	2.500.000	RESID ALPHAVILLE	VIA ALPHA 1	Goiania GO	CASA DE CONDOMÍNIO	4	4	3	400
340	4.500.000	RESID ALPHAVILLE FLAMBOYANT	AVENIDA ALPHAVILLE FLAMBOYANT	Goiania GO	CASA DE CONDOMÍNIO	5	5	3	670
342	145.000	CAMPOS DOURADOS	R PARATI	Goiania GO	CASA	2	1	1	60
343	200.000	PQ AMAZONIA	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	2	1	1	57
345	750.000	SETOR SUL	RUA 104 A	Goiania GO	CASA	3	2	4	273
346	198.000	SETOR FAICALVILLE	AVENIDA INDEPENDENCIA	Goiania GO	APARTAMENTO	2	1	1	64
348	2.300.000	ALPHAVILLE IPE	RUA MONJOLA	Goiania GO	CASA DE CONDOMÍNIO	4	2	4	500
350	450.000	SETOR OESTE	RUA 9	Goiania GO	APARTAMENTO	3	3	2	139
352	780.000	SETOR BUENO	RUA T-23	Goiania GO	APARTAMENTO	3	3	2	130
353	330.000	SETOR BUENO	RUA T 52 A	Goiania GO	APARTAMENTO	2	1	2	61
354	750.000	JD GOIAS	AVENIDA H	Goiania GO	APARTAMENTO	3	1	2	111
355	395.000	SETOR MARISTA	RUA 135	Goiania GO	APARTAMENTO	4	2	1	128
358	446.826	JD GOIAS	RUA 55	Goiania GO	APARTAMENTO	3	2	2	88
359	366.000	PQ AMAZONIA	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	3	2	2	88
360	220.000	JARDIM AMÉRICA	RUA C 116	Goiania GO	APARTAMENTO	2	1	1	62
361	160.000	SETOR CANDIDA DE MORAIS	AVENIDA PERIMETRAL NORTE	Goiania GO	APARTAMENTO	2	1	1	61
362	835.000	SETOR MARISTA	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	3	3	3	149
363	550.000	VILLAGE VENEZA	AV RAVENA	Goiania GO	APARTAMENTO	3	3	2	127
364	250.000	JARDIM NOVO MUNDO	R TOPAZIOS,DOS	Goiania GO	CASA DE CONDOMÍNIO	3	1	2	160
365	479.000	SETOR BUENO	AVENIDA T 14	Goiania GO	APARTAMENTO	3	3	2	106
368	245.000	JARDIM ATLÂNTICO	AVENIDA LAGUNA	Goiania GO	APARTAMENTO	3	1	2	74
373	840.000	JDS MADRI	ENDEREÇO NÃO INFORMADO	Goiania GO	CASA DE CONDOMÍNIO	5	1	4	235
374	350.000	PQ DAS FLORES	RUA FL 32	Goiania GO	CASA	3	1	5	230
375	600.000	SETOR BUENO	RUA T	Goiania GO	APARTAMENTO	2	2	2	74
376	640.000	SETOR JAO	RUA J 52	Goiania GO	CASA	3	3	4	236
377	175.000	RESID MAR DEL PLATA	RUA MP 4	Goiania GO	CASA	3	1	2	85
378	299.000	RESID ELDORADO	AVENIDA MILAO	Goiania GO	APARTAMENTO	3	3	2	81
381	399.000	SETOR OESTE	AVENIDA ASSIS CHATEAUBRIAND	Goiania GO	APARTAMENTO	3	1	1	120
383	250.000	JD ARITANA	VIA ANITA GARIBALDI DE BRITO	Goiania GO	CASA	3	1	5	190
385	595.000	STA GENOVEVA	RUA CONCORDIA,DA	Goiania GO	CASA DE CONDOMÍNIO	3	3	4	159
386	245.000	RESID ELI FORTE	RUA EF 10	Goiania GO	CASA	3	1	4	130
389	319.000	SETOR OESTE	RUA R 17	Goiania GO	APARTAMENTO	3	1	1	72
391	560.000	SETOR BUENO	RUA T 65	Goiania GO	APARTAMENTO	3	3	2	129
392	280.000	JD GOIAS	RUA 6	Goiania GO	APARTAMENTO	2	2	1	61
393	320.000	SETOR CENTRAL	RUA 16	Goiania GO	APARTAMENTO	2	1	2	65
397	750.000	SETOR JAO	AVENIDA PEDRO ALVARES CABRAL	Goiania GO	CASA	4	2	6	175
401	335.000	VILA ALPES	RUA FLEMINGTON	Goiania GO	APARTAMENTO	3	1	1	77
403	730.000	SETOR BUENO	AVENIDA T 3	Goiania GO	APARTAMENTO	4	2	2	144
404	200.000	PQ AMAZONIA	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	2	1	1	54
405	158.000	FORTEVILLE	FORTEVILLE	Goiania GO	CASA DE CONDOMÍNIO	3	1	1	68
406	2.200.000	RESID GRANVILLE	RUA GV 4	Goiania GO	CASA DE CONDOMÍNIO	5	4	6	500
409	360.000	SETOR SUL	RUA 82	Goiania GO	APARTAMENTO	4	1	1	156
411	1.550.000	SETOR OESTE	RUA 13	Goiania GO	APARTAMENTO	4	4	3	223
413	395.000	SETOR BUENO	RUA T 44	Goiania GO	APARTAMENTO	3	1	1	100
414	4.500.000	RESID ALPHAVILLE FLAMBOYANT	AVENIDA ALPHAVILLE FLAMBOYANT	Goiania GO	CASA DE CONDOMÍNIO	5	5	4	450
415	730.000	SETOR BUENO	RUA T 65	Goiania GO	APARTAMENTO	4	4	2	182
416	385.000	JD GOIAS	RUA 54	Goiania GO	APARTAMENTO	2	1	2	74
417	430.000	SETOR OESTE	RUA 6	Goiania GO	APARTAMENTO	3	3	2	135
419	450.000	PARQUE ANHANGUERA	R PRUDENTE DE MORAIS	Goiania GO	CASA DE CONDOMÍNIO	3	1	3	197
423	354.210	PQ AMAZONIA	AVENIDA DONA MARIA CARDOSO	Goiania GO	APARTAMENTO	3	3	2	95
425	550.000	SETOR BUENO	RUA T 65	Goiania GO	APARTAMENTO	3	3	2	128
426	220.000	SETOR BELA VISTA	RUA S 4	Goiania GO	APARTAMENTO	2	1	1	42
427	229.000	SETOR SANTOS DUMONT	RUA 9	Goiania GO	APARTAMENTO	3	3	1	82
428	174.600	GRANVILLE	RUA VV 5	Goiania GO	APARTAMENTO	2	1	1	57
429	200.000	PQ AMAZONIA	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	2	1	1	57
433	395.000	JD PLANALTO	AVENIDA AFONSO PENA	Goiania GO	CASA DE CONDOMÍNIO	3	1	2	125
434	280.000	JD GOIAS	RUA 6	Goiania GO	APARTAMENTO	3	1	1	88
435	226.448	RESID ELDORADO	AVENIDA NAPOLI	Goiania GO	APARTAMENTO	2	1	1	63
436	395.000	JARDIM AMÉRICA	RUA C 154	Goiania GO	APARTAMENTO	3	1	2	107
437	350.000	RESID DOM RAFAEL	R RDR 1	Goiania GO	CASA	3	3	5	220
440	1.280.000	JDS VALENCIA	R IPES,DOS	Goiania GO	CASA DE CONDOMÍNIO	3	3	2	294
442	249.000	PQ AMAZONIA	RUA SALVADOR	Goiania GO	APARTAMENTO	3	1	2	74
446	310.000	SETOR LESTE UNIVERSITARIO	RUA 257	Goiania GO	APARTAMENTO	3	1	1	70
448	350.000	RESID ELDORADO EXPANSAO	AV CIRCULAR	Goiania GO	APARTAMENTO	3	3	2	99
450	1.180.000	JDS VERONA	R FENIX,DAS	Goiania GO	CASA DE CONDOMÍNIO	4	4	4	237
451	1.012.000	SETOR MARISTA	RUA 34	Goiania GO	APARTAMENTO	4	4	2	177
453	231.500	SETOR NEGRAO DE LIMA	RUA 402	Goiania GO	APARTAMENTO	3	1	1	68
454	590.000	SERRINHA	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	3	3	2	111
455	5.000.000	ALPHAVILLE GOIAS	AVENIDA MAMBAI	Goiania GO	CASA DE CONDOMÍNIO	6	6	4	700
456	590.000	JD GOIAS	RUA 14	Goiania GO	APARTAMENTO	3	3	2	113
457	670.000	SETOR BUENO	RUA T 29	Goiania GO	APARTAMENTO	3	3	2	142
458	595.000	JD GOIAS	RUA 14	Goiania GO	APARTAMENTO	3	2	2	129
459	2.000.000	SETOR BUENO	T-60	Goiania GO	APARTAMENTO	4	2	4	700
460	667.000	JD GOIAS	RUA 56	Goiania GO	APARTAMENTO	3	3	2	130
462	330.000	ALTO DA GLORIA	AV SAO JOAO	Goiania GO	APARTAMENTO	3	3	2	78
463	180.000	MOINHO DOS VENTOS	RUA MDV 21	Goiania GO	CASA	3	1	2	85
464	160.000	SETOR NEGRAO DE LIMA	RUA 410	Goiania GO	APARTAMENTO	3	1	1	69
465	820.000	JARDIM AMÉRICA	RUA C 131 A	Goiania GO	APARTAMENTO	4	4	3	310
466	390.000	JD GOIAS	RUA 53	Goiania GO	APARTAMENTO	3	2	2	91
468	417.000	SETOR BUENO	RUA T 30	Goiania GO	APARTAMENTO	3	3	2	75
470	595.000	JD GOIAS	RUA 14	Goiania GO	APARTAMENTO	3	3	2	109
471	1.270.000	JDS VALENCIA	R JACARANDAS,DOS	Goiania GO	CASA DE CONDOMÍNIO	4	4	4	302
472	650.000	SETOR JAO	RUA J 74	Goiania GO	CASA	4	4	3	190
473	950.000	JARDIM ATLÂNTICO	RUA BOULEVARD AMENDOEIRAS	Goiania GO	CASA DE CONDOMÍNIO	4	4	3	281
474	290.000	JARDIM NOVO MUNDO	AVENIDA NEW YORK	Goiania GO	CASA DE CONDOMÍNIO	3	1	2	92
478	850.000	SETOR BUENO	RUA T 59	Goiania GO	APARTAMENTO	3	3	3	140
479	1.490.000	JDS VERONA	R EUGENIAS,DAS	Goiania GO	CASA DE CONDOMÍNIO	4	4	4	350
482	399.000	RODOVIARIO	RUA ALGODAO,DO	Goiania GO	CASA	4	1	3	200
483	260.000	VL DOS ALPES	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	3	1	2	74
484	1.400.000	SETOR MARISTA	ALAMEDA AMERICANO DO BRASIL	Goiania GO	APARTAMENTO	4	4	3	206
485	440.000	SETOR BELA VISTA	RUA T 64	Goiania GO	APARTAMENTO	3	1	1	197
486	340.000	SETOR OESTE	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	3	1	1	84
487	240.000	SETOR SUDOESTE	RUA C 72	Goiania GO	APARTAMENTO	3	1	1	92
488	520.000	SETOR JAO	RUA J 3	Goiania GO	CASA DE CONDOMÍNIO	3	1	4	300
490	375.000	JARDIM AMÉRICA	RUA C 125	Goiania GO	APARTAMENTO	3	3	2	92
491	396.030	SETOR BUENO	RUA T 51	Goiania GO	APARTAMENTO	2	2	2	89
494	750.000	SETOR OESTE	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	4	1	2	199
495	189.000	JARDIM ATLÂNTICO	RUA CHARITA,DA	Goiania GO	APARTAMENTO	2	1	1	58
498	385.000	JD VITORIA	RUA SAO JOSE	Goiania GO	CASA	3	3	4	160
499	230.000	MOINHO DOS VENTOS	R MDV 18	Goiania GO	CASA	3	1	4	120
500	224.542	RESID ELDORADO	AVENIDA NAPOLI	Goiania GO	APARTAMENTO	2	1	1	63
501	214.587	SETOR NEGRAO DE LIMA	RUA 408	Goiania GO	APARTAMENTO	2	1	1	58
503	228.074	PQ AMAZONIA	RUA MARAJO	Goiania GO	APARTAMENTO	2	1	1	58
504	485.000	SETOR NOVA SUICA	RUA C 258	Goiania GO	APARTAMENTO	4	2	2	114
